Miền Nam,25-10-2022,Bến Tre,8,85
Miền Nam,25-10-2022,Vũng Tàu,8,08
Miền Nam,25-10-2022,Bạc Liêu,8,13
Miền Nam,25-10-2022,Bến Tre,7,026
Miền Nam,25-10-2022,Vũng Tàu,7,577
Miền Nam,25-10-2022,Bạc Liêu,7,656
Miền Nam,25-10-2022,Bến Tre,6,3182
Miền Nam,25-10-2022,Bến Tre,6,4470
Miền Nam,25-10-2022,Bến Tre,6,0483
Miền Nam,25-10-2022,Vũng Tàu,6,5238
Miền Nam,25-10-2022,Vũng Tàu,6,7004
Miền Nam,25-10-2022,Vũng Tàu,6,1484
Miền Nam,25-10-2022,Bạc Liêu,6,8335
Miền Nam,25-10-2022,Bạc Liêu,6,7111
Miền Nam,25-10-2022,Bạc Liêu,6,8768
Miền Nam,25-10-2022,Bến Tre,5,9004
Miền Nam,25-10-2022,Vũng Tàu,5,7637
Miền Nam,25-10-2022,Bạc Liêu,5,5321
Miền Nam,25-10-2022,Bến Tre,4,93154
Miền Nam,25-10-2022,Bến Tre,4,86777
Miền Nam,25-10-2022,Bến Tre,4,75031
Miền Nam,25-10-2022,Bến Tre,4,59293
Miền Nam,25-10-2022,Bến Tre,4,61795
Miền Nam,25-10-2022,Bến Tre,4,53891
Miền Nam,25-10-2022,Bến Tre,4,11929
Miền Nam,25-10-2022,Vũng Tàu,4,26148
Miền Nam,25-10-2022,Vũng Tàu,4,24535
Miền Nam,25-10-2022,Vũng Tàu,4,88713
Miền Nam,25-10-2022,Vũng Tàu,4,07250
Miền Nam,25-10-2022,Vũng Tàu,4,46679
Miền Nam,25-10-2022,Vũng Tàu,4,08273
Miền Nam,25-10-2022,Vũng Tàu,4,87619
Miền Nam,25-10-2022,Bạc Liêu,4,64655
Miền Nam,25-10-2022,Bạc Liêu,4,94138
Miền Nam,25-10-2022,Bạc Liêu,4,48627
Miền Nam,25-10-2022,Bạc Liêu,4,63343
Miền Nam,25-10-2022,Bạc Liêu,4,86737
Miền Nam,25-10-2022,Bạc Liêu,4,74883
Miền Nam,25-10-2022,Bạc Liêu,4,49036
Miền Nam,25-10-2022,Bến Tre,3,53067
Miền Nam,25-10-2022,Bến Tre,3,31566
Miền Nam,25-10-2022,Vũng Tàu,3,33401
Miền Nam,25-10-2022,Vũng Tàu,3,24987
Miền Nam,25-10-2022,Bạc Liêu,3,53554
Miền Nam,25-10-2022,Bạc Liêu,3,62160
Miền Nam,25-10-2022,Bến Tre,2,65398
Miền Nam,25-10-2022,Vũng Tàu,2,98687
Miền Nam,25-10-2022,Bạc Liêu,2,77406
Miền Nam,25-10-2022,Bến Tre,1,57905
Miền Nam,25-10-2022,Vũng Tàu,1,98446
Miền Nam,25-10-2022,Bạc Liêu,1,71306
Miền Nam,25-10-2022,Bến Tre,ĐB,083923
Miền Nam,25-10-2022,Vũng Tàu,ĐB,637368
Miền Nam,25-10-2022,Bạc Liêu,ĐB,838677
